Điều,Chủ đề,Khoản,Nội dung,Tóm tắt,Thời gian,Bộ luật
4,Giải thích từ ngữ,46,"Người có liên quan là cá nhân hoặc tổ chức có quan hệ với nhau trong các trường hợp sau đây:
a) Doanh nghiệp và người nội bộ của doanh nghiệp đó; quỹ đại chúng, công ty đầu tư chứng khoán đại chúng và người nội bộ của quỹ đại chúng hoặc công ty đầu tư chứng khoán đại chúng đó;
b) Doanh nghiệp và tổ chức, cá nhân sở hữu trên 10% số cổ phiếu có quyền biểu quyết hoặc vốn góp của doanh nghiệp đó;
c) Tổ chức, cá nhân mà trong mối quan hệ với tổ chức, cá nhân khác trực tiếp, gián tiếp kiểm soát hoặc bị kiểm soát bởi tổ chức, cá nhân đó hoặc cùng với tổ chức, cá nhân đó chịu chung một sự kiểm soát;
d) Cá nhân và bố đẻ, mẹ đẻ, bố nuôi, mẹ nuôi, bố chồng, mẹ chồng, bố vợ, mẹ vợ, vợ, chồng, con đẻ, con nuôi, con dâu, con rể, anh ruột, chị ruột, em ruột, anh rể, em rể, chị dâu, em dâu của cá nhân đó;
đ) Công ty quản lý quỹ đầu tư chứng khoán và các quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán do công ty quản lý quỹ đầu tư chứng khoán đó quản lý;
e) Quan hệ hợp đồng trong đó một tổ chức, cá nhân là đại diện cho tổ chức, cá nhân kia;
g) Tổ chức, cá nhân khác là người có liên quan theo quy định của Luật Doanh nghiệp.","Người có liên quan là cá nhân hoặc tổ chức có quan hệ với nhau trong các trường hợp sau đây:
a) Doanh nghiệp và người nội bộ của doanh nghiệp đó; quỹ đại chúng, công ty đầu tư chứng khoán đại chúng và người nội bộ của quỹ đại chúng hoặc công ty đầu tư chứng khoán đại chúng đó;
b) Doanh nghiệp và tổ chức, cá nhân sở hữu trên 10% số cổ phiếu có quyền biểu quyết hoặc vốn góp của doanh nghiệp đó;
c) Tổ chức, cá nhân mà trong mối quan hệ với tổ chức, cá nhân khác trực tiếp, gián tiếp kiểm soát hoặc bị kiểm soát bởi tổ chức, cá nhân đó hoặc cùng với tổ chức, cá nhân đó chịu chung một sự kiểm soát;
d) Cá nhân và bố đẻ, mẹ đẻ, bố nuôi, mẹ nuôi, bố chồng, mẹ chồng, bố vợ, mẹ vợ, vợ, chồng, con đẻ, con nuôi, con dâu, con rể, anh ruột, chị ruột, em ruột, anh rể, em rể, chị dâu, em dâu của cá nhân đó;
đ) Công ty quản lý quỹ đầu tư chứng khoán và các quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán do công ty quản lý quỹ đầu tư chứng khoán đó quản lý;
e) Quan hệ hợp đồng trong đó một tổ chức, cá nhân là đại diện cho tổ chức, cá nhân kia;
g) Tổ chức, cá nhân khác là người có liên quan theo quy định của Luật Doanh nghiệp",2019,Luật số 54/2019/QH14
4,Giải thích từ ngữ,47,"Người hành nghề chứng khoán là người được Ủy ban Chứng khoán Nhà nước cấp chứng chỉ hành nghề chứng khoán và làm việc tại công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán, chi nhánh công ty chứng khoán nước ngoài tại Việt Nam và chi nhánh công ty quản lý quỹ nước ngoài tại Việt Nam (sau đây gọi là chi nhánh công ty chứng khoán và công ty quản lý quỹ nước ngoài tại Việt Nam), công ty đầu tư chứng khoán.","Người hành nghề chứng khoán là người được Ủy ban Chứng khoán Nhà nước cấp chứng chỉ hành nghề chứng khoán và làm việc tại công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán, chi nhánh công ty chứng khoán nước ngoài tại Việt Nam và chi nhánh công ty quản lý quỹ nước ngoài tại Việt Nam (sau đây gọi là chi nhánh công ty chứng khoán và công ty quản lý quỹ nước ngoài tại Việt Nam), công ty đầu tư chứng khoán",2019,Luật số 54/2019/QH14
4,Giải thích từ ngữ,48,"Tổ chức niêm yết, tổ chức đăng ký giao dịch là tổ chức có chứng khoán phát hành được niêm yết hoặc đăng ký giao dịch trên hệ thống giao dịch chứng khoán.","Tổ chức niêm yết, tổ chức đăng ký giao dịch là tổ chức có chứng khoán phát hành được niêm yết hoặc đăng ký giao dịch trên hệ thống giao dịch chứng khoán",2019,Luật số 54/2019/QH14
5,Nguyên tắc hoạt động về chứng khoán và thị trường chứng khoán,1,"Tôn trọng quyền sở hữu, quyền khác đối với tài sản trong hoạt động về chứng khoán và thị trường chứng khoán; quyền tự do giao dịch, đầu tư, kinh doanh và cung cấp dịch vụ về chứng khoán của tổ chức, cá nhân.","Tôn trọng quyền sở hữu, quyền khác đối với tài sản trong hoạt động về chứng khoán và thị trường chứng khoán; quyền tự do giao dịch, đầu tư, kinh doanh và cung cấp dịch vụ về chứng khoán của tổ chức, cá nhân",2019,Luật số 54/2019/QH14
5,Nguyên tắc hoạt động về chứng khoán và thị trường chứng khoán,2,"Công bằng, công khai, minh bạch.","Công bằng, công khai, minh bạch",2019,Luật số 54/2019/QH14
5,Nguyên tắc hoạt động về chứng khoán và thị trường chứng khoán,3,Bảo vệ quyền và lợi ích hợp pháp của nhà đầu tư.,Bảo vệ quyền và lợi ích hợp pháp của nhà đầu tư,2019,Luật số 54/2019/QH14
5,Nguyên tắc hoạt động về chứng khoán và thị trường chứng khoán,4,Tự chịu trách nhiệm về rủi ro.,Tự chịu trách nhiệm về rủi ro,2019,Luật số 54/2019/QH14
6,Chính sách phát triển thị trường chứng khoán,1,"Nhà nước có chính sách khuyến khích, tạo điều kiện thuận lợi để tổ chức, cá nhân trong nước, nước ngoài tham gia đầu tư và hoạt động trên thị trường chứng khoán nhằm huy động các nguồn vốn trung hạn và dài hạn cho đầu tư phát triển.","Nhà nước có chính sách khuyến khích, tạo điều kiện thuận lợi để tổ chức, cá nhân trong nước, nước ngoài tham gia đầu tư và hoạt động trên thị trường chứng khoán nhằm huy động các nguồn vốn trung hạn và dài hạn cho đầu tư phát triển",2019,Luật số 54/2019/QH14
6,Chính sách phát triển thị trường chứng khoán,2,"Nhà nước có chính sách quản lý, giám sát bảo đảm thị trường chứng khoán hoạt động công bằng, công khai, minh bạch, an toàn và hiệu quả.","Nhà nước có chính sách quản lý, giám sát bảo đảm thị trường chứng khoán hoạt động công bằng, công khai, minh bạch, an toàn và hiệu quả",2019,Luật số 54/2019/QH14
6,Chính sách phát triển thị trường chứng khoán,3,"Nhà nước có chính sách đầu tư hiện đại hóa cơ sở hạ tầng, công nghệ thông tin cho hoạt động của thị trường chứng khoán, phát triển nguồn nhân lực cho ngành chứng khoán, tuyên truyền, phổ biến kiến thức về chứng khoán và thị trường chứng khoán.","Nhà nước có chính sách đầu tư hiện đại hóa cơ sở hạ tầng, công nghệ thông tin cho hoạt động của thị trường chứng khoán, phát triển nguồn nhân lực cho ngành chứng khoán, tuyên truyền, phổ biến kiến thức về chứng khoán và thị trường chứng khoán",2019,Luật số 54/2019/QH14
7,"Biện pháp bảo đảm an ninh, an toàn thị trường chứng khoán",1,"Biện pháp bảo đảm an ninh, an toàn thị trường chứng khoán bao gồm:
a) Giám sát an ninh, an toàn thị trường chứng khoán;
b) Ứng phó, khắc phục sự cố, sự kiện, biến động ảnh hưởng đến an toàn, ổn định và tính toàn vẹn của thị trường chứng khoán;
c) Tạm ngừng, đình chỉ giao dịch đối với một hoặc một số chứng khoán niêm yết, đăng ký giao dịch trên hệ thống giao dịch chứng khoán;
d) Tạm ngừng, đình chỉ một phần hoặc toàn bộ hoặc khôi phục hoạt động giao dịch của Sở giao dịch chứng khoán Việt Nam và công ty con;
đ) Tạm ngừng, đình chỉ một phần hoặc toàn bộ hoặc khôi phục hoạt động đăng ký, lưu ký, bù trừ, thanh toán chứng khoán của Tổng công ty lưu ký và bù trừ chứng khoán Việt Nam;
e) Cấm đảm nhiệm chức vụ tại công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán, chi nhánh công ty chứng khoán và công ty quản lý quỹ nước ngoài tại Việt Nam, công ty đầu tư chứng khoán có thời hạn hoặc vĩnh viễn, cấm thực hiện các hoạt động về chứng khoán và thị trường chứng khoán có thời hạn hoặc vĩnh viễn do thực hiện hành vi bị nghiêm cấm trong hoạt động về chứng khoán và thị trường chứng khoán;
g) Phong tỏa tài khoản chứng khoán, yêu cầu người có thẩm quyền phong tỏa tài khoản tiền có liên quan đến hành vi vi phạm pháp luật về chứng khoán và thị trường chứng khoán.","Biện pháp bảo đảm an ninh, an toàn thị trường chứng khoán bao gồm:
a) Giám sát an ninh, an toàn thị trường chứng khoán;
b) Ứng phó, khắc phục sự cố, sự kiện, biến động ảnh hưởng đến an toàn, ổn định và tính toàn vẹn của thị trường chứng khoán;
c) Tạm ngừng, đình chỉ giao dịch đối với một hoặc một số chứng khoán niêm yết, đăng ký giao dịch trên hệ thống giao dịch chứng khoán;
d) Tạm ngừng, đình chỉ một phần hoặc toàn bộ hoặc khôi phục hoạt động giao dịch của Sở giao dịch chứng khoán Việt Nam và công ty con;
đ) Tạm ngừng, đình chỉ một phần hoặc toàn bộ hoặc khôi phục hoạt động đăng ký, lưu ký, bù trừ, thanh toán chứng khoán của Tổng công ty lưu ký và bù trừ chứng khoán Việt Nam;
e) Cấm đảm nhiệm chức vụ tại công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán, chi nhánh công ty chứng khoán và công ty quản lý quỹ nước ngoài tại Việt Nam, công ty đầu tư chứng khoán có thời hạn hoặc vĩnh viễn, cấm thực hiện các hoạt động về chứng khoán và thị trường chứng khoán có thời hạn hoặc vĩnh viễn do thực hiện hành vi bị nghiêm cấm trong hoạt động về chứng khoán và thị trường chứng khoán;
g) Phong tỏa tài khoản chứng khoán, yêu cầu người có thẩm quyền phong tỏa tài khoản tiền có liên quan đến hành vi vi phạm pháp luật về chứng khoán và thị trường chứng khoán",2019,Luật số 54/2019/QH14
7,"Biện pháp bảo đảm an ninh, an toàn thị trường chứng khoán",2,"Chính phủ quy định chi tiết việc áp dụng các biện pháp bảo đảm an ninh, an toàn thị trường chứng khoán quy định tại khoản 1 Điều này.","Chính phủ quy định chi tiết việc áp dụng các biện pháp bảo đảm an ninh, an toàn thị trường chứng khoán quy định tại khoản 1 Điều này",2019,Luật số 54/2019/QH14
8,Quản lý nhà nước về chứng khoán và thị trường chứng khoán,1,Chính phủ thống nhất quản lý nhà nước về chứng khoán và thị trường chứng khoán.,Chính phủ thống nhất quản lý nhà nước về chứng khoán và thị trường chứng khoán,2019,Luật số 54/2019/QH14
8,Quản lý nhà nước về chứng khoán và thị trường chứng khoán,2,"Bộ Tài chính chịu trách nhiệm trước Chính phủ thực hiện quản lý nhà nước về chứng khoán và thị trường chứng khoán và có các nhiệm vụ, quyền hạn sau đây:
a) Trình Chính phủ, Thủ tướng Chính phủ ban hành chiến lược, kế hoạch, đề án, chính sách phát triển thị trường chứng khoán;
b) Trình cấp có thẩm quyền ban hành hoặc ban hành theo thẩm quyền các văn bản quy phạm pháp luật về chứng khoán và thị trường chứng khoán;
c) Chỉ đạo Ủy ban Chứng khoán Nhà nước thực hiện chiến lược, kế hoạch, đề án, chính sách phát triển thị trường chứng khoán và các văn bản quy phạm pháp luật về chứng khoán và thị trường chứng khoán.","Bộ Tài chính chịu trách nhiệm trước Chính phủ thực hiện quản lý nhà nước về chứng khoán và thị trường chứng khoán và có các nhiệm vụ, quyền hạn sau đây:
a) Trình Chính phủ, Thủ tướng Chính phủ ban hành chiến lược, kế hoạch, đề án, chính sách phát triển thị trường chứng khoán;
b) Trình cấp có thẩm quyền ban hành hoặc ban hành theo thẩm quyền các văn bản quy phạm pháp luật về chứng khoán và thị trường chứng khoán;
c) Chỉ đạo Ủy ban Chứng khoán Nhà nước thực hiện chiến lược, kế hoạch, đề án, chính sách phát triển thị trường chứng khoán và các văn bản quy phạm pháp luật về chứng khoán và thị trường chứng khoán",2019,Luật số 54/2019/QH14
